id,text,bot_classification,bot_score,is_anomaly_iforest,is_anomaly_dbscan,max_similarity,is_duplicate,text_length
476,Un hombre inteligente empeñado es un ejemplo como a salido adelante es millonario Ingeniero Empresario Banquero Bisionari profesor de la UNI Teólogo etc etc toda su vida a trabajado el mejor de todos no hay otro como Porky todos mis amigos y familia votará por Porky,Normal,0,0,0,0.35008862371860555,0,266
477,Porky presidente del Perú,Normal,0,0,0,0.6694706884341646,0,25
478,:ING. RAFAEL LOPEZ ALIAGA ES CAMBIO TOTAL EN NUESTRO PAIS VAMOS PORKY.🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪,Alta sospecha (ambos),2,1,1,1.0000000000000002,1,84
479,esto debería de consumir la generación Z y no dejarse guiar como corderos para hacer realidad lo que quieren los zurdos,Normal,0,0,0,0.41702941943817035,0,119
480,😍,Normal,0,0,0,0.0,0,1
481,"CLARO...Y UNO SIEMPRE ASPIRA A LO MEJOR....RLA NO LA VIO FACIL X ESO MADURO RÁPIDAMENTE Y PARA BIEN....QUÉ TAL PERFIL, LOS 1ROS. PUESTOS.",Normal,0,0,0,0.37408659459684485,0,137
482,"HERNÁN QUEZADA, Arequipa y el Perú merecen lo mejor RAFAEL LOPEZ ALIAGA CAZORLA, tendrá en sus filas los mejores profesionales limpios sin denuncias de ningún tipo y expertos en gestión empresarial , con valores y decencia, con 4 dedos de frente, sin pelos en la lengua y sin rabo de paja!!!!!",Alta sospecha (ambos),2,1,1,0.30227749651353236,0,293
483,cuentazo...,Normal,0,0,0,0.0,0,11
484,porky presidente,Normal,0,0,0,1.0,1,16
485,"Falso, es un cuentaso,…",Normal,0,0,0,0.4582586685649967,0,23
486,cuidado con este hombre escuchen sus principios de la abundancia de su ❤️hablara su boca,Normal,0,0,0,0.4351366206064568,0,88
487,En Perú Raíl hay maquinistas y jefes de maquina (trenes qué transportan. Minerales de las babas y otras minas al puerto de matarani) muertos en accidentes y sus familias olvidadas. Su humanidad está muy por debajo de sus intereses económicos,Normal,0,0,0,0.5098385098184399,0,241
488,porki presidente,Normal,0,0,0,1.0,1,16
489,Ilustran os por favor. ¿Cuáles son sus actos de corrupción?,Normal,0,0,0,0.5300368264202279,0,59
490,florazo porky,Normal,0,0,0,1.0,1,13
491,"paga tus impuestos, terrorista has destruido las finanzas de la Municipalidad....",Normal,0,0,0,1.0000000000000002,1,81
492,REPITENTE,Alta sospecha (ambos),2,1,1,0.0,1,9
493,👏👏👏La gente inteligente y creérsela oídos sordos a los envidiosos sales adelante,Normal,0,0,0,1.0000000000000002,1,80
494,El tractor chancho tiene lógica,Normal,0,0,0,1.0,1,31
495,"que bueno que nunca se resintió con su padre porque no pudo darle sus estudios, más bien buscó la solución a su problema",Normal,0,0,0,1.0000000000000002,1,120
496,gracias a fujimori se hizo millonario,Normal,0,0,0,1.0,1,37
497,"Yo pienso al igual q López Aliaga y también se sufrió la violencia terrorista, q ahora los Zurdos no quieren q se les recuerde",Normal,0,0,0,1.0000000000000002,1,126
498,"FUTURO PRESIDENTE 🇵🇪 .
.PORKY ❤️👏👏👏👏",Sospecha media (uno),1,0,1,0.6751208755798267,0,36
499,🥰🥰🥰,Normal,0,0,0,0.0,1,3
500,"no la tuvo facíl , se esforzó y lo logró ..Dios lo bendiga",Normal,0,0,0,0.7718348501409019,0,58
501,"VIVA LOS RIOS DE AMOR!! PORKY PROXIMO PRESIDENTE DEL PERÚ 2026 !!🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵🩵💯
La gente despertó del letargo y se dio cuenta que con  la izquierda  y los rojos ...no se avanza.
Las obras de Porky hablan por sí solas.
Vamos a cuidar los votos de RENOVACION POPULAR ya que un congreso dividido sin contar con mayoría entorpece la gestión de Presidente.
Tenemos que ganar con una diferencia arrolladora.",Alta sospecha (ambos),2,1,1,1.0,1,405
502,porque le faltBs puntos para ser becado,Normal,0,0,0,1.0000000000000002,1,39
503,😈😈,Normal,0,0,0,0.0,1,2
504,🥰🥰🥰,Normal,0,0,0,0.0,1,3
505,"Un gran ejemploa seguir, si queremos ser grandes tenemos que seguir el ejemplo del futuro PRESIDENTE DE NUESTRA PATRIA. Vamos peruanos @SE PUEDE",Alta sospecha (ambos),2,1,1,0.4689743096320809,0,144
506,👏👏👏,Normal,0,0,0,0.0,1,3
507,💜Rafael Lopez Aliaga Presidente 💕,Alta sospecha (ambos),2,1,1,1.0000000000000002,1,33
508,rafa eres uno de los nuestros emprendedores,Normal,0,0,0,0.41017540598419294,0,43
509,Mas falso su viejo era ingeniero trabaja en las mejores compañía de esa epoca,Normal,0,0,0,0.39265165874713714,0,77
510,:ING. RAFAEL LOPEZ ALIAGA ES CAMBIO TOTAL EN NUESTRO PAIS VAMOS PORKY.🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪,Alta sospecha (ambos),2,1,1,1.0000000000000002,1,84
511,"para moler caña en que momento si estudiaba en Piura, ojo chiclayo-piura hay 3 HRS de viaje y dice q molia caña todos los días.....!!!",Sospecha media (uno),1,0,1,0.4390219827134871,0,134
512,"Porky Presidente.
Comunismo nunca más porque destrozan un pais, ellos solo siembran hambre , miseria, destrucción y muerte.",Normal,0,0,0,0.45345182788542,0,123
513,👍👍👍👍👍👍👍,Normal,0,0,0,0.0,0,7
514,"ING RAFAÉL LÓPEZ ALIAGA PRESIDENTE DEL PERÚ EN PRIMERA VUELTA, GRAN GESTOR ,🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪🇵🇪",Normal,0,0,0,0.8711346418962261,0,90
515,LOS CAVIARES LLORAN DE MIEDO,Normal,0,0,0,0.8101949268074616,0,28
516,👍👍👍,Normal,0,0,0,0.0,1,3
517,👍👍👍,Normal,0,0,0,0.0,1,3
518,¿El gerente general de la principal y cuasi única azucarera no podía pagar una universidad privada? ¡Aaah ya!,Normal,0,0,0,0.3831846222529685,0,109
519,Porky es millonario Gracias al corrupto del chino. tremendo testaferro.💀💀💀💀,Normal,0,0,0,0.3830708087309702,0,75
520,"con lo mit*mano que es, no se si creer esto?🤔",Normal,0,0,0,0.2897233172730642,0,45
521,RLA 🩵🩵🩵🩵🩵,Normal,0,0,0,0.8972467753290048,0,9
522,Quien se hizo millonario trabajando ese cuento de RLA,Normal,0,0,0,1.0000000000000002,1,53
523,xkremnto,Normal,0,0,0,0.0,1,8
524,😂😂😂😂😂😂😂😂,Normal,0,0,0,0.0,1,8
525,👏👏👏La gente inteligente y creérsela oídos sordos a los envidiosos sales adelante,Normal,0,0,0,1.0000000000000002,1,80
526,El tractor chancho tiene lógica,Normal,0,0,0,1.0,1,31
527,"que bueno que nunca se resintió con su padre porque no pudo darle sus estudios, más bien buscó la solución a su problema",Normal,0,0,0,1.0000000000000002,1,120
528,gracias a fujimori se hizo millonario,Normal,0,0,0,1.0,1,37
529,RAFAEL PRESIDENTE 2026 💙💙💙,Alta sospecha (ambos),2,1,1,1.0,1,26
530,y lo que te regaló Fujimori?,Normal,0,0,0,1.0,1,28
531,"Yo pienso al igual q López Aliaga y también se sufrió la violencia terrorista, q ahora los Zurdos no quieren q se les recuerde",Normal,0,0,0,1.0000000000000002,1,126
532,Grande Rafael!,Normal,0,0,0,1.0000000000000002,1,14
533,Ejemlo a seguir,Normal,0,0,0,1.0,1,15
534,chatarrero😂😂😂😂,Normal,0,0,0,0.0,0,14
535,Por eso votaré por @Rafael López Aliaga 👏,Alta sospecha (ambos),2,1,1,1.0000000000000002,1,41
536,molia azúcar? era dueño de alguna fabrica o alquilaba,Sospecha media (uno),1,1,0,1.0,1,53
537,Alguien de pueblo y univ estatal q se esforzo como muchos jovenes siguen lichando ahora. Asi q no nos equivoquemos al votar otra vez 😎,Sospecha media (uno),1,1,0,1.0000000000000002,1,134
538,🥰🥰🥰,Normal,0,0,0,0.0,1,3
539,"jiji, cualquiera le cree",Normal,0,0,0,1.0000000000000002,1,24
540,PORKY PRESIDENTE,Alta sospecha (ambos),2,1,1,1.0,1,16
541,Los chiclayanos lo recordamos así.,Normal,0,0,0,1.0000000000000002,1,34
542,yo vine a vender en un mercado y a estivar para poder tener pasaje e ir a una Nacional tambien.,Normal,0,0,0,1.0,1,95
543,"te admiro gordito, quiero tener la mitad de la fé que tienes.",Normal,0,0,0,0.5055418328489972,0,61
544,🥰🥰🥰,Normal,0,0,0,0.0,1,3
545,RLA (Porky) presidente del Perú 2026 en primera vuelta.,Normal,0,0,0,0.6931792921609156,0,55
546,quien le cree,Normal,0,0,0,1.0000000000000002,1,13
547,👍👍👍,Normal,0,0,0,0.0,1,3
548,👏👏👏,Normal,0,0,0,0.0,1,3
549,"👌👌💕lo máximo, mi futuro presidente 🥰🥰🙏🙏",Alta sospecha (ambos),2,1,1,1.0,1,39
550,"Ser perseverante no es igual a ser inteligente, aunque muchos no distingan bien la diferencia, por eso dicen que su gestión municipal es buena, a pesar de haber comprado alimentos en mal estado y chatarras, haciendo piscinas insalubres y obras a medio construir.
Confunden a lo que se le podria llamar eficacia, a lo mucho, con eficiencia, pero como buen empresario que vende humo, ataranta a muchos diciendo que es un genio para solucionar problemas, pero de qué manera?",Alta sospecha (ambos),2,1,1,1.0,1,471
551,que me den la concesión de los ferrocarriles y me vuelvo empresario,Normal,0,0,0,1.0000000000000002,1,67
552,"****Mi futuro Presidente, si lo tocan la población se va levantar como unos lobos***",Normal,0,0,0,1.0,1,84
553,cómo hago para hablar con Rafael a dónde tengo que ir,Normal,0,0,0,1.0000000000000002,1,53
554,😂,Normal,0,0,0,0.0,1,1
555,no aprendió nadae,Normal,0,0,0,1.0,1,17
556,...y serás el mejor presidente del Perú y en primera vuelta 👍,Normal,0,0,0,1.0,1,61
557,💯💯💯,Normal,0,0,0,0.0,1,3
558,👍👍👍👍👍👍🙏,Normal,0,0,0,0.0,1,7
559,"Es el único que sabe, es el único que sabe como. 💪",Normal,0,0,0,1.0000000000000002,1,50
560,florazo porky,Normal,0,0,0,1.0,1,13
561,"paga tus impuestos, terrorista has destruido las finanzas de la Municipalidad....",Normal,0,0,0,1.0000000000000002,1,81
562,Hahaha😂😂😂😂,Sospecha media (uno),1,1,0,0.0,1,10
563,Porky Presidente Obras SI unidos lo Lograremos,Normal,0,0,0,1.0000000000000002,1,46
564,👍,Normal,0,0,0,0.0,1,1
565,"Rafa ,,Que Buena MOTIVACION Para Este Seguidor Tuyo , y Ojalá Lo Tomen Muchas JUVENTUDES !!!...Yesssss....",Alta sospecha (ambos),2,1,1,1.0,1,106
566,REPITENTE,Alta sospecha (ambos),2,1,1,0.0,1,9
567,Habla como gobierna: pésimo,Normal,0,0,0,0.4258865734471566,0,27
568,Porky 2026 ❤️🇵🇪♥️🩵🩵,Normal,0,0,0,1.0,1,19
569,"@Rafael López Aliaga-Presidente2026
@RegionLaLibertad-Presente",Alta sospecha (ambos),2,1,1,1.0000000000000002,1,62
570,"Vamos porky, se como es tu historia y serias lo mejor para el Perú",Normal,0,0,0,1.0000000000000002,1,66
571,😁,Normal,0,0,0,0.0,1,1
572,así se hacen grandes con esfuerzo,Normal,0,0,0,1.0000000000000002,1,33
573,@RafaelPresidente_2026,Alta sospecha (ambos),2,1,1,0.0,1,22
574,Porky presidente,Normal,0,0,0,1.0,1,16
575,ver violencia? hoy hay mas violencia y no haces nada,Sospecha media (uno),1,1,0,1.0,1,52
576,capo!,Sospecha media (uno),1,1,0,1.0,1,5
577,"ya, ahora paga tu deuda con SUNAT",Normal,0,0,0,1.0000000000000002,1,33
578,vino desde abajo con MONTESINOS,Normal,0,0,0,1.0,1,31
579,😳😳😳,Normal,0,0,0,0.0,1,3
580,Que tal libreto y como la prensa vendida lo auspicia toda se la saben corrupción nada más,Normal,0,0,0,1.0,1,89
581,como ellos no van a tener dinero ¿cree que nacimos ayer?,Normal,0,0,0,0.332070344513178,0,56
582,👏👏👏👏,Normal,0,0,0,0.0,0,4
583,❤️🩵💪🙏🇵🇪,Alta sospecha (ambos),2,1,1,0.0,0,7
584,,Normal,0,0,0,0.0,1,0
585,vamos porky,Normal,0,0,0,1.0,1,11
586,"hay bastante comentarios de gente envidiosa 😂,Made in Perú",Normal,0,0,0,0.6010461642460537,0,58
587,😳😳😳,Normal,0,0,0,0.0,1,3
588,Lo q dice Rafa es verdad… la UDEP funciona así…es una universidad de otro nivel… con todo el respeto de otras universidades,Normal,0,0,0,0.48522289903153093,0,123
589,"Profe Rafael, cuentan mis viejos profesores que se enseñaron en la UDEP de Piura no llegabas a clases?",Sospecha media (uno),1,1,0,1.0,1,102
590,"Ya, Porky antes q seas presidente te debo un cevichito frente a la Pedro, no te olvides de el terminal puerto Eten .",Normal,0,0,0,1.0000000000000002,1,116
591,,Normal,0,0,0,0.0,1,0
592,Capo Rafael 👏👏👏 un mentor que me gustaría tener 👍,Sospecha media (uno),1,0,1,0.43159165531387506,0,49
593,"nada más lindo que comparta de dónde vino!!!y para inspirar a qué todo se puede ,y que la necesidad a veces puede ser un motor para salir adelante y ser valiente ✨💪💪 felicidades!!!,los que critican,solo saben hacer eso , criticar!!!",Alta sospecha (ambos),2,1,1,0.33078314648335466,0,232
594,un buen partido para ser presidente,Normal,0,0,0,0.4392910147875609,0,35
595,Capo!❤,Sospecha media (uno),1,1,0,1.0,0,6
596,😁😁😁,Normal,0,0,0,0.0,1,3
597,ya nos vienen con sus cuentos,Normal,0,0,0,0.31430732497280756,0,29
598,Porky la mejor opción,Normal,0,0,0,1.0,1,21
599,👍👍👍,Normal,0,0,0,0.0,1,3
600,"solo le faltó la hombría de querer formar un hogar,le hubiera permitido tener una diferente cosmovision de la vida
una persona con una vision sólo enfocada en el trabajo y a titulo personal generar empresas sin tener vocacion de ser padre,esposo no creo pueda ser buen presidente como alcalde ha dejado cabos sueltos no por mencionar a Dios va ha tapar sus errores",Sospecha media (uno),1,1,0,0.4231479839621128,0,364
601,"Dios ilumine a mi país, y este señor logre ser presidente",Normal,0,0,0,0.4077093653835911,0,57
602,😂😂😂,Normal,0,0,0,0.0,1,3
603,Si son cómplices,Normal,0,0,0,0.4950384555139849,0,16
604,aún siguen creyendo en sus trenes voladores,Normal,0,0,0,0.5098385098184399,0,43
605,😁😁😁,Normal,0,0,0,0.0,1,3
606,"El PERU🇵🇪 AVANZA
PORKY PRESIDENTE DEL 🇵🇪 del 2026 AL 2036",Alta sospecha (ambos),2,1,1,1.0,1,57
607,"Y cuando se trepó al gobierno corrupto de Fujimori, para que tenga la fortuna corrupta?",Sospecha media (uno),1,1,0,1.0,1,87
608,"Enserio Rafael López Aliaga conoció lo q es subir al ""Pedrito"" y a los ""Pablitos""????? 😲",Alta sospecha (ambos),2,1,1,0.7504081877599572,0,88
609,Daleeeeee,Normal,0,0,0,0.0,0,9
610,Aprendamos de el es un ejemplo para la juventud cuando uno se propone lo consigue a pesar q su padre no estaban en condiciones gracias a su perseverancia inteligencia y buen trabajador está donde está.,Normal,0,0,0,0.34203486174299375,0,201
611,💪💪💪,Normal,0,0,0,0.0,1,3
612,el Papa no lo recibió ... punto,Normal,0,0,0,1.0000000000000002,1,31
613,Rafael presidente un hombre con valores,Normal,0,0,0,1.0,1,39
614,testaferro 😁😁,Normal,0,0,0,0.4675520168856804,0,13
615,🥰🥰🥰,Normal,0,0,0,0.0,1,3
616,Chatarrero!!!!!!!!,Alta sospecha (ambos),2,1,1,0.0,0,18
617,pero la gente prefiere escuchar la historia de un pollo,Normal,0,0,0,0.47341812870671907,0,55
618,Moliendo azúcar ahorró 12000 dólares. En qué año?,Normal,0,0,0,0.6920156442610254,0,49
619,quieras o no rafael sera nuestro presidente 2026,Normal,0,0,0,1.0,1,48
620,El cerebro humano no sólo es capaz de ser lo que quieras pero el egoísmo y la envidia no te deja progresar. Es más fácil juzgar. Si todas las personas se enfocaran en el objetivo como Rafael lograrían muchísimas cosas. En conclusión estudien trabajen y dejen de culpar a los demás por las cosas.,Sospecha media (uno),1,1,0,0.3953246347973858,0,295
621,Porky presidente,Normal,0,0,0,1.0,1,16
622,🤣🤣🤣🤣,Normal,0,0,0,0.0,1,4
623,Rafael Presidente...,Normal,0,0,0,1.0,1,20
624,Pobre hombre :/,Normal,0,0,0,0.5665281732488214,0,15
625,Rafael Presidente del Peru 🇵🇪💖✝,Normal,0,0,0,1.0000000000000002,1,31
626,algun detractor?,Alta sospecha (ambos),2,1,1,0.0,1,16
627,vamos sr. presidente López Aliaga,Normal,0,0,0,1.0000000000000002,1,33
628,"Eres un crack!
No cualquiera sale de la UDEP en 4 años.",Normal,0,0,0,1.0000000000000004,1,55
629,su evasión de impuesto a la SUNAT como socio de varias empresas y dirección fiscal .. empresas de cusco donde hoy están mal por esas empresas privadas .. nunca te dice cómo solucionar .. les miente trabaja mucho a la psicología a las personas ..,Normal,0,0,0,0.29887933535725353,0,245
630,la gente es fácil manipular somos copiones,Normal,0,0,0,0.48278369837700325,0,42
631,👌,Normal,0,0,0,0.0,0,1
632,🥰🥰🥰,Normal,0,0,0,0.0,1,3
633,la verdad conocerte como alcalde me hizo dar cuenta q no eres mi candidato,Normal,0,0,0,0.35618319115176894,0,74
634,ojala llegue hacer presidente,Normal,0,0,0,0.4243592730749887,0,29
635,Porky presidenta,Normal,0,0,0,1.0,0,16
636,profesores europeos jajajajajka,Normal,0,0,0,0.35722433297142897,0,31
637,no finja,Normal,0,0,0,1.0,0,8
638,UDEP 🥰,Normal,0,0,0,0.448068810069437,0,6
